request_id,created_at,closed_at,status,priority,category,subcategory,location,team,owner,channel,sla_hours,resolution_hours,reopened,satisfaction_score,last_updated_at,source_system
SR-100816,2026-07-09T18:52:35.714553Z,2026-07-10T12:21:40.732556Z,Closed,High,Delivery & Fulfillment,Address correction,Central Service Center,Customer Care,D. Wilson,Phone,16,17.48,No,,2026-07-10T12:21:40.732556Z,Contact Center
SR-100819,2026-07-09T19:36:10.710377Z,2026-07-11T16:38:35.975050Z,Closed,Normal,Delivery & Fulfillment,Damaged item,Remote,Customer Care,B. Martin,Mobile,48,45.04,Yes,4,2026-07-11T16:38:35.975050Z,Service Portal
SR-100822,2026-07-09T20:14:41.921855Z,2026-07-09T23:09:46.277523Z,Closed,Critical,General Inquiry,Feedback,North Service Center,Customer Care,D. Wilson,Walk-in,4,2.92,No,4,2026-07-09T23:09:46.277523Z,Service Portal
SR-100834,2026-07-10T08:50:57.053427Z,2026-07-11T08:13:03.848243Z,Closed,Low,General Inquiry,Service information,North Service Center,Customer Care,B. Martin,Email,96,23.37,No,4,2026-07-11T08:13:03.848243Z,Service Portal
SR-100839,2026-07-10T09:25:12.038328Z,2026-07-12T17:04:31.485643Z,Closed,Normal,Permit & Compliance,Documentation review,,Compliance Services,F. Wright,Email,48,55.66,No,3,2026-07-12T17:04:31.485643Z,Service Portal
SR-100837,2026-07-10T09:54:10.714907Z,2026-07-11T02:48:09.046353Z,Closed,Normal,Account Access,Password reset,West Service Center,Technical Support,S. Rivera,Web,48,16.90,Yes,4,2026-07-11T02:48:09.046353Z,Service Portal
SR-100840,2026-07-10T10:39:43.366822Z,2026-07-13T23:32:33.438680Z,Closed,High,Delivery & Fulfillment,Damaged item,West Service Center,Customer Care,B. Martin,Phone,16,84.88,No,3,2026-07-13T23:32:33.438680Z,Service Portal
SR-100830,2026-07-10T13:58:46.233614Z,2026-07-10T20:35:22.895523Z,Closed,High,Account Access,Identity verification,Central Service Center,Technical Support,M. Chen,Email,16,6.61,Yes,,2026-07-10T20:35:22.895523Z,Service Portal
SR-100833,2026-07-10T14:13:10.224034Z,2026-07-13T22:33:57.006188Z,Closed,Low,Equipment & Maintenance,Device repair,South Service Center,Field Operations,H. Clark,Web,96,80.35,No,,2026-07-13T22:33:57.006188Z,Service Portal
SR-100835,2026-07-10T14:25:02.600952Z,2026-07-13T04:47:52.828743Z,Closed,Normal,Delivery & Fulfillment,Address correction,South Service Center,Customer Care,E. Thompson,Email,48,62.38,No,,2026-07-13T04:47:52.828743Z,Field App
SR-100827,2026-07-10T15:45:41.937931Z,2026-07-10T23:53:35.026656Z,Closed,Normal,Account Access,Password reset,Remote,Technical Support,A. Patel,Email,48,8.13,No,5,2026-07-10T23:53:35.026656Z,Service Portal
SR-100828,2026-07-10T15:46:54.928283Z,2026-07-11T02:02:34.633108Z,Closed,High,Account Access,Identity verification,Central Service Center,Technical Support,J. Brooks,Mobile,16,10.26,No,4,2026-07-11T02:02:34.633108Z,Contact Center
SR-100832,2026-07-10T16:27:15.607658Z,2026-07-11T14:08:54.330213Z,Closed,Normal,Equipment & Maintenance,Preventive maintenance,West Service Center,Field Operations,P. Garcia,Web,48,21.69,No,3,2026-07-11T14:08:54.330213Z,Service Portal
SR-100831,2026-07-10T17:39:24.416532Z,2026-07-11T16:11:32.655727Z,Closed,High,Delivery & Fulfillment,Address correction,Central Service Center,Customer Care,K. Johnson,Mobile,16,22.54,No,,2026-07-11T16:11:32.655727Z,Service Portal
SR-100826,2026-07-10T18:05:42.010457Z,2026-07-13T01:50:41.666076Z,Closed,Normal,Delivery & Fulfillment,Damaged item,North Service Center,Customer Care,E. Thompson,Web,48,55.75,No,4,2026-07-13T01:50:41.666076Z,Service Portal
SR-100829,2026-07-10T19:20:22.486242Z,2026-07-11T02:05:02.063321Z,Closed,Low,Account Access,Password reset,Central Service Center,Technical Support,A. Patel,Email,96,6.74,No,5,2026-07-11T02:05:02.063321Z,Service Portal
SR-100838,2026-07-10T20:26:25.137864Z,2026-07-12T20:24:49.586363Z,Closed,Low,Billing & Payments,Payment failure,South Service Center,Billing Operations,T. Nguyen,Walk-in,96,47.97,No,4,2026-07-12T20:24:49.586363Z,Service Portal
SR-100836,2026-07-10T20:32:27.273557Z,2026-07-12T12:07:44.092982Z,Closed,Normal,Permit & Compliance,Policy clarification,Remote,Compliance Services,I. Adams,Phone,48,39.59,No,,2026-07-12T12:07:44.092982Z,Service Portal
SR-100825,2026-07-10T20:48:03.669800Z,2026-07-11T11:06:05.339691Z,Closed,Normal,Billing & Payments,Payment failure,Central Service Center,Billing Operations,R. Williams,Mobile,48,14.30,No,4,2026-07-11T11:06:05.339691Z,Contact Center
SR-100849,2026-07-11T08:56:21.002554Z,2026-07-13T06:24:14.293356Z,Closed,Normal,Delivery & Fulfillment,Address correction,Central Service Center,Customer Care,K. Johnson,Email,48,45.46,No,5,2026-07-13T06:24:14.293356Z,Service Portal
SR-100841,2026-07-11T10:49:29.029290Z,2026-07-17T09:34:12.085736Z,Closed,Normal,Permit & Compliance,Application status,South Service Center,Compliance Services,O. Scott,Web,48,142.75,No,4,2026-07-17T09:34:12.085736Z,Service Portal
SR-100850,2026-07-11T12:22:27.889997Z,2026-07-14T16:23:15.389865Z,Closed,Normal,Equipment & Maintenance,Device repair,West Service Center,Field Operations,V. Hall,Email,48,76.01,No,3,2026-07-14T16:23:15.389865Z,Service Portal
SR-100843,2026-07-11T13:40:11.364519Z,2026-07-15T04:44:56.901572Z,Closed,Low,Permit & Compliance,Documentation review,North Service Center,Compliance Services,F. Wright,Web,96,87.08,No,4,2026-07-15T04:44:56.901572Z,Service Portal
SR-100845,2026-07-11T13:59:09.925296Z,2026-07-12T09:29:07.718783Z,Closed,Normal,General Inquiry,Service information,North Service Center,Customer Care,B. Martin,Phone,48,19.50,No,4,2026-07-12T09:29:07.718783Z,Service Portal
SR-100846,2026-07-11T15:03:06.441866Z,2026-07-12T07:46:44.847333Z,Closed,Normal,General Inquiry,Status request,Remote,Customer Care,K. Johnson,Mobile,48,16.73,No,4,2026-07-12T07:46:44.847333Z,Service Portal
SR-100847,2026-07-11T16:27:06.614064Z,2026-07-15T19:54:40.828820Z,Closed,Normal,Delivery & Fulfillment,Damaged item,North Service Center,Customer Care,E. Thompson,Mobile,48,99.46,No,4,2026-07-15T19:54:40.828820Z,Service Portal
SR-100844,2026-07-11T17:09:05.649270Z,2026-07-12T14:59:39.401760Z,Closed,Normal,Delivery & Fulfillment,Late delivery,Central Service Center,Customer Care,K. Johnson,Mobile,48,21.84,No,4,2026-07-12T14:59:39.401760Z,Contact Center
SR-100848,2026-07-11T19:23:14.052106Z,2026-07-14T05:26:46.527234Z,Closed,Normal,Equipment & Maintenance,Device repair,Central Service Center,Field Operations,P. Garcia,Phone,48,58.06,No,4,2026-07-14T05:26:46.527234Z,Field App
SR-100842,2026-07-11T19:27:04.932622Z,2026-07-12T03:08:46.443494Z,Closed,High,Account Access,Permission request,Central Service Center,Technical Support,S. Rivera,Email,16,7.69,No,5,2026-07-12T03:08:46.443494Z,Service Portal
SR-100852,2026-07-12T09:46:58.151402Z,2026-07-13T06:40:43.757150Z,Closed,Normal,Account Access,Password reset,South Service Center,Technical Support,S. Rivera,Web,48,20.90,No,4,2026-07-13T06:40:43.757150Z,Contact Center
SR-100855,2026-07-12T12:39:01.416413Z,2026-07-13T18:54:00.344837Z,Closed,Normal,Permit & Compliance,Policy clarification,Remote,Compliance Services,O. Scott,Phone,48,30.25,No,5,2026-07-13T18:54:00.344837Z,Service Portal
SR-100853,2026-07-12T12:44:25.601740Z,2026-07-14T18:10:29.633065Z,Closed,Normal,Delivery & Fulfillment,Damaged item,Remote,Customer Care,B. Martin,Phone,48,53.43,No,3,2026-07-14T18:10:29.633065Z,Service Portal
SR-100856,2026-07-12T14:42:38.772429Z,2026-07-15T19:24:37.629502Z,Closed,Normal,Equipment & Maintenance,Device repair,South Service Center,Field Operations,N. Lewis,Mobile,48,76.70,No,5,2026-07-15T19:24:37.629502Z,Contact Center
SR-100860,2026-07-12T15:42:27.696661Z,2026-07-12T23:21:12.312795Z,Closed,High,Account Access,Password reset,West Service Center,Technical Support,J. Brooks,Web,16,7.65,No,5,2026-07-12T23:21:12.312795Z,Service Portal
SR-100854,2026-07-12T16:50:45.802854Z,2026-07-14T18:13:20.010411Z,Closed,Normal,Billing & Payments,Invoice question,South Service Center,Billing Operations,T. Nguyen,Walk-in,48,49.38,No,4,2026-07-14T18:13:20.010411Z,Contact Center
SR-100858,2026-07-12T19:46:06.685258Z,2026-07-13T09:41:46.808294Z,Closed,Normal,General Inquiry,Status request,South Service Center,Customer Care,D. Wilson,Email,48,13.93,No,4,2026-07-13T09:41:46.808294Z,Contact Center
SR-100857,2026-07-12T19:59:25.434921Z,2026-07-14T10:44:16.724022Z,Closed,Normal,Permit & Compliance,Documentation review,Central Service Center,Compliance Services,G. Baker,Walk-in,48,38.75,No,4,2026-07-14T10:44:16.724022Z,Service Portal
SR-100859,2026-07-12T20:10:23.586599Z,2026-07-14T05:54:31.692549Z,Closed,Normal,General Inquiry,Service information,South Service Center,Customer Care,K. Johnson,Email,48,33.74,No,4,2026-07-14T05:54:31.692549Z,Service Portal
SR-100851,2026-07-12T20:17:56.871007Z,2026-07-13T18:38:29.390552Z,Closed,Normal,Account Access,Password reset,Remote,Technical Support,S. Rivera,Web,48,22.34,No,4,2026-07-13T18:38:29.390552Z,Contact Center
SR-100862,2026-07-13T07:56:01.875364Z,2026-07-13T18:15:14.074158Z,Closed,Normal,Account Access,Identity verification,Central Service Center,Technical Support,J. Brooks,Mobile,48,10.32,No,5,2026-07-13T18:15:14.074158Z,Service Portal
SR-100872,2026-07-13T08:41:28.126048Z,2026-07-15T11:45:02.737115Z,Closed,Low,Equipment & Maintenance,Preventive maintenance,West Service Center,Field Operations,V. Hall,Email,96,51.06,No,4,2026-07-15T11:45:02.737115Z,Service Portal
SR-100864,2026-07-13T08:53:33.148417Z,2026-07-14T10:24:18.422179Z,Closed,Normal,Permit & Compliance,Policy clarification,Central Service Center,Compliance Services,O. Scott,Phone,48,25.51,No,4,2026-07-14T10:24:18.422179Z,Service Portal
SR-100866,2026-07-13T09:16:26.047449Z,2026-07-15T02:26:21.451396Z,Closed,Normal,Delivery & Fulfillment,Late delivery,Central Service Center,Customer Care,K. Johnson,Phone,48,41.17,No,4,2026-07-15T02:26:21.451396Z,Contact Center
SR-100863,2026-07-13T09:37:44.104903Z,2026-07-15T06:40:12.050536Z,Closed,Normal,Delivery & Fulfillment,Late delivery,West Service Center,Customer Care,D. Wilson,Web,48,45.04,No,4,2026-07-15T06:40:12.050536Z,Service Portal
SR-100870,2026-07-13T10:33:51.945774Z,2026-07-14T13:13:53.770196Z,Closed,High,Billing & Payments,Invoice question,Central Service Center,Billing Operations,R. Williams,Email,16,26.67,No,4,2026-07-14T13:13:53.770196Z,Service Portal
SR-100871,2026-07-13T11:33:58.486172Z,2026-07-13T23:16:36.205240Z,Closed,Low,General Inquiry,Status request,West Service Center,Customer Care,D. Wilson,Email,96,11.71,No,,2026-07-13T23:16:36.205240Z,Service Portal
SR-100868,2026-07-13T11:45:00.383759Z,2026-07-13T21:33:19.349392Z,Closed,Normal,Account Access,Password reset,Remote,Technical Support,S. Rivera,Email,48,9.81,No,4,2026-07-13T21:33:19.349392Z,Service Portal
SR-100867,2026-07-13T13:54:59.084586Z,2026-07-14T12:41:08.666974Z,Closed,Normal,General Inquiry,Status request,West Service Center,Customer Care,K. Johnson,Web,48,22.77,No,4,2026-07-14T12:41:08.666974Z,Service Portal
SR-100869,2026-07-13T15:15:17.458679Z,2026-07-15T16:08:13.071871Z,Closed,Normal,Permit & Compliance,Policy clarification,North Service Center,Compliance Services,G. Baker,Phone,48,48.88,No,3,2026-07-15T16:08:13.071871Z,Field App
SR-100865,2026-07-13T19:07:22.031268Z,2026-07-14T16:54:08.006833Z,Closed,Normal,Account Access,Password reset,South Service Center,Technical Support,A. Patel,Email,48,21.78,No,5,2026-07-14T16:54:08.006833Z,Service Portal
SR-100861,2026-07-13T19:46:34.662254Z,2026-07-14T04:10:56.434502Z,Closed,Normal,General Inquiry,Service information,South Service Center,Customer Care,B. Martin,Email,48,8.41,No,4,2026-07-14T04:10:56.434502Z,Service Portal
SR-100877,2026-07-14T08:07:54.287313Z,2026-07-14T21:51:47.013153Z,Closed,Critical,Billing & Payments,Refund request,Central Service Center,Billing Operations,L. Moore,Phone,4,13.73,No,4,2026-07-14T21:51:47.013153Z,Service Portal
SR-100878,2026-07-14T09:51:18.716047Z,2026-07-15T03:07:39.348979Z,Closed,Normal,General Inquiry,Feedback,West Service Center,Customer Care,K. Johnson,Mobile,48,17.27,No,5,2026-07-15T03:07:39.348979Z,Service Portal
SR-100873,2026-07-14T10:29:13.145514Z,2026-07-16T00:32:27.649306Z,Closed,Normal,Delivery & Fulfillment,Address correction,Central Service Center,Customer Care,E. Thompson,Phone,48,38.05,No,5,2026-07-16T00:32:27.649306Z,Service Portal
SR-100879,2026-07-14T12:08:03.856728Z,2026-07-15T23:07:39.066766Z,Closed,High,Billing & Payments,Refund request,Central Service Center,Billing Operations,C. Davis,Email,16,34.99,No,5,2026-07-15T23:07:39.066766Z,Service Portal
SR-100875,2026-07-14T18:01:22.885843Z,2026-07-16T02:18:38.387882Z,Closed,Normal,Billing & Payments,Refund request,West Service Center,Billing Operations,C. Davis,Web,48,32.29,Yes,4,2026-07-16T02:18:38.387882Z,Service Portal
SR-100874,2026-07-14T20:10:59.889400Z,2026-07-16T16:14:37.924563Z,Closed,Low,Permit & Compliance,Application status,West Service Center,Compliance Services,I. Adams,Walk-in,96,44.06,No,4,2026-07-16T16:14:37.924563Z,Service Portal
SR-100876,2026-07-14T20:19:06.318448Z,2026-07-15T19:44:22.402791Z,Closed,High,Billing & Payments,Invoice question,South Service Center,Billing Operations,C. Davis,Web,16,23.42,No,,2026-07-15T19:44:22.402791Z,Contact Center
SR-100880,2026-07-14T20:33:40.646535Z,2026-07-15T06:35:11.960278Z,Closed,Low,Account Access,Password reset,Central Service Center,Technical Support,J. Brooks,Web,96,10.03,No,4,2026-07-15T06:35:11.960278Z,Service Portal
SR-100890,2026-07-15T08:43:48.337888Z,2026-07-16T18:04:29.844510Z,Closed,Low,Billing & Payments,Refund request,North Service Center,Billing Operations,R. Williams,Mobile,96,33.34,No,4,2026-07-16T18:04:29.844510Z,Service Portal
SR-100885,2026-07-15T09:04:25.171293Z,2026-07-15T15:08:28.125109Z,Closed,High,Account Access,Identity verification,North Service Center,Technical Support,A. Patel,Phone,16,6.07,No,,2026-07-15T15:08:28.125109Z,Service Portal
SR-100892,2026-07-15T10:21:58.871589Z,2026-07-16T07:34:50.820697Z,Closed,Low,General Inquiry,Status request,Central Service Center,Customer Care,K. Johnson,Mobile,96,21.21,No,4,2026-07-16T07:34:50.820697Z,Field App
SR-100891,2026-07-15T11:40:07.924831Z,2026-07-17T12:54:15.243587Z,Closed,Normal,Billing & Payments,Payment failure,West Service Center,Billing Operations,R. Williams,Mobile,48,49.24,No,4,2026-07-17T12:54:15.243587Z,Service Portal
SR-100895,2026-07-15T13:04:26.946106Z,2026-07-16T12:46:45.296967Z,Closed,Normal,General Inquiry,Status request,Central Service Center,Customer Care,E. Thompson,Walk-in,48,23.71,No,4,2026-07-16T12:46:45.296967Z,Field App
SR-100886,2026-07-15T14:04:55.002889Z,2026-07-18T12:52:43.398263Z,Closed,Normal,Permit & Compliance,Policy clarification,Central Service Center,Compliance Services,F. Wright,Web,48,70.80,No,3,2026-07-18T12:52:43.398263Z,Contact Center
SR-100888,2026-07-15T14:19:05.933236Z,2026-07-17T12:58:32.169724Z,Closed,Normal,Billing & Payments,Payment failure,Remote,Billing Operations,R. Williams,Email,48,46.66,No,4,2026-07-17T12:58:32.169724Z,Service Portal
SR-100883,2026-07-15T15:13:05.420501Z,2026-07-17T17:39:03.703067Z,Closed,Normal,Billing & Payments,Refund request,Central Service Center,Billing Operations,T. Nguyen,Web,48,50.43,No,3,2026-07-17T17:39:03.703067Z,Service Portal
SR-100882,2026-07-15T16:02:12.545746Z,2026-07-16T02:50:58.883179Z,Closed,Low,Account Access,Identity verification,Central Service Center,Technical Support,J. Brooks,Web,96,10.81,No,5,2026-07-16T02:50:58.883179Z,Service Portal
SR-100884,2026-07-15T17:35:46.758810Z,2026-07-16T02:55:09.981165Z,Closed,Normal,Account Access,Identity verification,Central Service Center,Technical Support,A. Patel,Phone,48,9.32,No,5,2026-07-16T02:55:09.981165Z,Service Portal
SR-100889,2026-07-15T18:15:00.993300Z,2026-07-19T03:00:23.647199Z,Closed,High,Equipment & Maintenance,Replacement request,South Service Center,Field Operations,V. Hall,Email,16,80.76,No,,2026-07-19T03:00:23.647199Z,Service Portal
SR-100894,2026-07-15T19:01:22.986531Z,2026-07-16T20:15:44.753779Z,Closed,Normal,Billing & Payments,Payment failure,West Service Center,Billing Operations,T. Nguyen,Web,48,25.24,No,4,2026-07-16T20:15:44.753779Z,Contact Center
SR-100887,2026-07-15T19:39:17.256474Z,2026-07-17T07:42:54.761134Z,Closed,Low,Billing & Payments,Refund request,West Service Center,Billing Operations,R. Williams,Web,96,36.06,No,4,2026-07-17T07:42:54.761134Z,Service Portal
SR-100881,2026-07-15T19:39:35.788315Z,2026-07-16T20:19:14.620657Z,Closed,Normal,Equipment & Maintenance,Device repair,West Service Center,Field Operations,V. Hall,Walk-in,48,24.66,No,4,2026-07-16T20:19:14.620657Z,Service Portal
SR-100896,2026-07-15T20:03:26.722797Z,2026-07-19T18:52:30.563834Z,Closed,Low,Permit & Compliance,Policy clarification,South Service Center,Compliance Services,F. Wright,Email,96,94.82,No,4,2026-07-19T18:52:30.563834Z,Field App
SR-100893,2026-07-15T20:43:12.248967Z,2026-07-18T19:11:52.429203Z,Closed,Normal,Delivery & Fulfillment,Address correction,South Service Center,Customer Care,D. Wilson,Phone,48,70.48,No,,2026-07-18T19:11:52.429203Z,Service Portal
SR-100900,2026-07-16T07:34:45.922183Z,2026-07-17T05:08:21.160009Z,Closed,Normal,General Inquiry,Service information,Remote,Customer Care,K. Johnson,Web,48,21.56,No,3,2026-07-17T05:08:21.160009Z,Field App
SR-100904,2026-07-16T08:55:25.210792Z,2026-07-19T10:37:46.596375Z,Closed,Low,Permit & Compliance,Documentation review,North Service Center,Compliance Services,F. Wright,Web,96,73.71,No,5,2026-07-19T10:37:46.596375Z,Contact Center
SR-100905,2026-07-16T09:32:20.309801Z,2026-07-17T19:06:32.544901Z,Closed,Normal,Delivery & Fulfillment,Late delivery,Remote,Customer Care,D. Wilson,Phone,48,33.57,No,,2026-07-17T19:06:32.544901Z,Contact Center
SR-100899,2026-07-16T09:42:53.879735Z,2026-07-20T01:29:31.317874Z,Closed,Normal,Equipment & Maintenance,Preventive maintenance,West Service Center,Field Operations,H. Clark,Walk-in,48,87.78,No,,2026-07-20T01:29:31.317874Z,Service Portal
SR-100898,2026-07-16T12:30:08.508876Z,2026-07-17T14:09:42.103246Z,Closed,Normal,Equipment & Maintenance,Replacement request,Central Service Center,Field Operations,H. Clark,Web,48,25.66,No,4,2026-07-17T14:09:42.103246Z,Service Portal
SR-100901,2026-07-16T12:34:28.785521Z,2026-07-17T01:33:18.385737Z,Closed,Normal,Account Access,Identity verification,North Service Center,Technical Support,S. Rivera,Mobile,48,12.98,No,,2026-07-17T01:33:18.385737Z,Contact Center
SR-100897,2026-07-16T14:54:50.380832Z,2026-07-17T00:35:56.798120Z,Closed,Normal,Delivery & Fulfillment,Damaged item,Central Service Center,Customer Care,D. Wilson,Web,48,9.69,No,3,2026-07-17T00:35:56.798120Z,Service Portal
SR-100902,2026-07-16T17:00:20.603296Z,2026-07-18T18:43:14.941921Z,Closed,Normal,Permit & Compliance,Policy clarification,Remote,Compliance Services,F. Wright,Web,48,49.72,No,4,2026-07-18T18:43:14.941921Z,Contact Center
SR-100906,2026-07-16T17:20:42.624617Z,2026-07-17T03:10:37.413679Z,Closed,Low,Account Access,Password reset,Central Service Center,Technical Support,M. Chen,Phone,96,9.83,No,,2026-07-17T03:10:37.413679Z,Contact Center
SR-100903,2026-07-16T19:25:02.444559Z,2026-07-17T12:40:27.648743Z,Closed,Normal,Account Access,Identity verification,Central Service Center,Technical Support,A. Patel,Phone,48,17.26,No,,2026-07-17T12:40:27.648743Z,Service Portal
SR-100907,2026-07-16T19:33:58.375283Z,2026-07-18T21:17:51.248682Z,Closed,Low,Permit & Compliance,Application status,Remote,Compliance Services,F. Wright,Walk-in,96,49.73,No,5,2026-07-18T21:17:51.248682Z,Contact Center
